title	year	imdbID	rating	genre	value	revenue	original_language	popularity	vote_average	budget
American Gigolo 	1980 	tt0080365 	R 	Crime, Drama, Mystery 	$23.00M 	22743674 	en 	8.938626 	5.9 	4800000
Xanadu 	1980 	tt0081777 	PG 	Fantasy, Musical, Romance 	$22.76M 	22471595 	en 	4.136189 	5.2 	20000000
The Island 	1980 	tt0080934 	R 	Action, Adventure, Drama 	$15.72M 	0 	en 	1.770013 	5.2 	0
My Bodyguard 	1980 	tt0081207 	PG 	Comedy, Drama, Family 	$22.48M 	22482952 	en 	3.181504 	6.2 	0
Coal Miner's Daughter 	1980 	tt0080549 	PG 	Biography, Drama, Music 	$67.18M 	67182787 	en 	6.484809 	7.2 	15000000
Stir Crazy 	1980 	tt0081562 	R 	Comedy, Crime 	$101.30M 	101300000 	en 	6.433975 	6.7 	0
Motel Hell 	1980 	tt0081184 	R 	Comedy, Horror, Thriller 	$6.34M 	0 	en 	5.194572 	6.1 	3000000
Stardust Memories 	1980 	tt0081554 	PG 	Comedy, Drama 	$10.39M 	10389003 	en 	5.418226 	6.9 	10000000
The Jazz Singer 	1980 	tt0080948 	PG 	Drama, Music, Romance 	$27.12M 	0 	en 	1.813617 	5.5 	0
Any Which Way You Can 	1980 	tt0080377 	PG 	Action, Comedy 	$70.69M 	70687344 	en 	5.449334 	6.0 	0
The Hollywood Knights 	1980 	tt0080881 	R 	Comedy 	$10.00M 	10000000 	en 	1.36009 	6.4 	2500000
Little Darlings 	1980 	tt0081060 	R 	Comedy, Drama 	$34.33M 	0 	en 	3.739933 	6.6 	0
Smokey and the Bandit II 	1980 	tt0081529 	PG 	Action, Comedy 	$66.13M 	66132626 	en 	6.326771 	5.1 	0
Raise the Titanic 	1980 	tt0081400 	PG 	Action, Drama, Thriller 	$7.00M 	0 	en 	2.170227 	5.2 	0
Cheech and Chong's Next Movie 	1980 	tt0080520 	R 	Comedy, Crime, Sci-Fi 	$41.68M 	41675194 	en 	5.252843 	6.5 	0
Where the Buffalo Roam 	1980 	tt0081748 	R 	Biography, Comedy 	$6.66M 	6659377 	en 	3.196105 	6.1 	0
Breaker Morant 	1980 	tt0080310 	PG 	Drama, History, War 	$7.14M 	0 	en 	6.223141 	7.2 	107
Seems Like Old Times 	1980 	tt0081480 	PG 	Comedy, Romance 	$44.00M 	43995918 	en 	11.861624 	6.3 	0
Melvin and Howard 	1980 	tt0081150 	R 	Comedy, Drama 	$4.31M 	0 	en 	4.814985 	6.8 	0
The Stunt Man 	1980 	tt0081568 	R 	Action, Comedy, Drama 	$7.06M 	0 	en 	5.145229 	7.0 	0
The Boogey Man 	1980 	tt0080464 	R 	Horror 	$4.50M 	0 	en 	0.483924 	5.0 	300000
The Awakening 	1980 	tt0080402 	R 	Horror 	$8.42M 	0 	en 	1.478091 	5.8 	0
When Time Ran Out... 	1980 	tt0081747 	PG 	Action, Adventure, Drama 	$1.70M 	3763988 	en 	2.422205 	7.0 	20000000
Bronco Billy 	1980 	tt0080472 	PG 	Action, Adventure, Comedy 	$24.27M 	0 	en 	3.168761 	5.3 	0
The Private Eyes 	1980 	tt0081376 	PG 	Comedy, Mystery 	$18.01M 	0 	en 	2.102285 	6.9 	0
The Octagon 	1980 	tt0081259 	R 	Action, Drama, Romance 	$18.97M 	18971000 	en 	6.081364 	4.4 	0
Resurrection 	1980 	tt0081414 	PG 	Drama, Fantasy 	$3.91M 	3910019 	en 	0.782953 	6.4 	0
City of Women 	1980 	tt0080539 	R 	Comedy, Drama 	$0.01M 	0 	it 	3.654293 	6.8 	0
Honeysuckle Rose 	1980 	tt0080888 	PG 	Music, Romance, Drama 	$17.82M 	0 	en 	0.719794 	6.2 	0
Can't Stop the Music 	1980 	tt0080492 	PG 	Biography, Comedy, Musical 	$2.00M 	0 	en 	5.502274 	4.9 	0
The Nude Bomb 	1980 	tt0081249 	PG 	Comedy, Crime, Mystery 	$14.66M 	0 	en 	2.08801 	5.1 	0
The Fiendish Plot of Dr. Fu Manchu 	1980 	tt0080731 	PG 	Comedy 	$10.70M 	0 	en 	1.548299 	4.4 	0
The Last Flight of Noah's Ark 	1980 	tt0081031 	G 	Adventure, Family 	$11.00M 	11000000 	en 	1.336728 	5.7 	0
It's My Turn 	1980 	tt0080936 	R 	Comedy, Drama 	$11.00M 	0 	en 	1.441094 	4.4 	0
Windows 	1980 	tt0081759 	R 	Drama, Thriller 	$2.13M 	0 	en 	0.709883 	5.8 	0
Fatso 	1980 	tt0080724 	PG 	Comedy, Drama, Romance 	$7.65M 	0 	en 	1.425399 	4.6 	0
Oh Heavenly Dog 	1980 	tt0081269 	PG 	Comedy, Crime, Fantasy 	$6.22M 	0 	en 	2.174785 	5.6 	0
Roadie 	1980 	tt0081433 	PG 	Comedy, Music 	$4.23M 	0 	en 	0.886028 	6.8 	0
Hangar 18 	1980 	tt0080836 	PG 	Action, Biography, Sci-Fi 	$6.00M 	6000000 	en 	1.884621 	5.1 	0
Serial 	1980 	tt0081485 	R 	Comedy 	$9.87M 	0 	en 	0.646008 	7.2 	0
The Competition 	1980 	tt0080556 	PG 	Drama, Romance, Music 	$14.29M 	0 	en 	0.327886 	6.0 	0
Loving Couples 	1980 	tt0081080 	PG 	Comedy 	$2.81M 	0 	en 	0.88194 	0.0 	0
Just Tell Me What You Want 	1980 	tt0080975 	R 	Comedy, Romance 	$2.09M 	0 	en 	0.768936 	1.5 	0
Wholly Moses! 	1980 	tt0081751 	PG 	Comedy, Fantasy 	$14.16M 	14155617 	en 	5.641325 	4.9 	0
Oh, God! Book II 	1980 	tt0081268 	PG 	Comedy, Fantasy 	$14.50M 	0 	en 	1.701508 	4.9 	0
Phobia 	1980 	tt0081334 	R 	Drama, Horror, Thriller 	$0.06M 	0 	en 	0.384739 	5.5 	0
Hero at Large 	1980 	tt0080863 	PG 	Comedy, Romance 	$15.93M 	15934737 	en 	1.202984 	6.4 	0
Windwalker 	1980 	tt0081760 	PG 	Adventure, Drama, Western 	$18.64M 	18 	en 	1.180227 	4.9 	0
In God We Trust (or Gimme That Prime Time Religion) 	1980 	tt0080917 	PG 	Comedy 	$2.01M 	0 	en 	0.83225 	5.8 	0
Little Miss Marker 	1980 	tt0081063 	PG 	Comedy, Drama, Romance 	$6.32M 	6321392 	en 	2.410016 	5.8 	0
Bon Voyage, Charlie Brown (and Don't Come Back!!) 	1980 	tt0080461 	G 	Animation, Adventure, Comedy 	$2.01M 	2013193 	en 	1.052462 	6.2 	0
Willie & Phil 	1980 	tt0081758 	R 	Comedy, Drama, Romance 	$4.40M 	0 	en 	0.095991 	0.0 	0
Why Would I Lie? 	1980 	tt0081753 	PG 	Comedy, Drama 	$1.18M 	0 	en 	0.001429 	0.0 	0
Divine Madness 	1980 	tt0080634 	R 	Documentary, Comedy, Music 	$0.77M 	0 	en 	0.993394 	8.0 	0
The King and the Mockingbird 	1980 	tt0079820 	Not Rated 	Animation, Family, Fantasy 	$0.03M 	0 	fr 	2.650118 	8.0 	0
AC/DC: Let There Be Rock 	1980 	tt0080321 	PG 	Documentary, Music 	$1.37M 	0 	fr 	0.4161 	7.9 	0
First Family 	1980 	tt0080739 	R 	Comedy 	$15.20M 	0 	en 	1.349818 	2.7 	0
La Cage aux Folles II 	1980 	tt0080489 	R 	Comedy 	$6.95M 	6950125 	fr 	2.286194 	5.7 	0
The Gong Show Movie 	1980 	tt0080808 	R 	Comedy 	$6.62M 	0 	en 	0.79528 	3.7 	0
Those Lips, Those Eyes 	1980 	tt0081625 	R 	Comedy, Romance 	$0.06M 	0 	en 	0.162708 	0.0 	0
Gilda Live 	1980 	tt0080790 	R 	Comedy, Documentary 	$2.26M 	0 	en 	0.199802 	8.0 	0
Raiders of the Lost Ark 	1981 	tt0082971 	PG 	Action, Adventure 	$248.16M 	389925971 	en 	16.825997 	7.7 	18000000
An American Werewolf in London 	1981 	tt0082010 	R 	Comedy, Horror 	$30.57M 	31973249 	en 	14.180636 	7.2 	10000000
The Evil Dead 	1981 	tt0083907 	NC-17 	Horror 	$2.40M 	29400000 	en 	8.196431 	7.3 	350000
Scanners 	1981 	tt0081455 	R 	Horror, Sci-Fi, Thriller 	$14.23M 	14225876 	en 	8.882989 	6.5 	4100000
The Howling 	1981 	tt0082533 	R 	Horror 	$17.99M 	17985893 	en 	6.367355 	6.4 	1000000
Das Boot 	1981 	tt0082096 	R 	Adventure, Drama, Thriller 	$11.49M 	85000000 	de 	7.620232 	7.9 	14000000
Stripes 	1981 	tt0083131 	R 	Comedy, War 	$85.30M 	85300000 	en 	6.816859 	6.5 	10000000
Escape from New York 	1981 	tt0082340 	R 	Action, Sci-Fi 	$25.24M 	50244700 	en 	7.429991 	6.9 	6000000
Halloween II 	1981 	tt0082495 	R 	Horror 	$25.53M 	25533818 	en 	8.844647 	6.5 	2500000
The Road Warrior 	1981 	tt0082694 	R 	Action, Adventure, Sci-Fi 	$12.47M 	24600832 	en 	9.403985 	7.3 	2000000
Possession 	1981 	tt0082933 	R 	Drama, Horror 	$1.11M 	0 	fr 	9.273462 	6.9 	0
Friday the 13th Part 2 	1981 	tt0082418 	R 	Horror, Mystery, Thriller 	$21.72M 	21722776 	en 	10.505196 	6.0 	1250000
Time Bandits 	1981 	tt0081633 	PG 	Adventure, Comedy, Fantasy 	$42.37M 	42365581 	en 	7.537362 	6.6 	5000000
Excalibur 	1981 	tt0082348 	PG 	Adventure, Drama, Fantasy 	$34.97M 	34967437 	en 	11.635711 	7.1 	11000000
Endless Love 	1981 	tt0082329 	R 	Drama, Romance 	$31.18M 	32492674 	en 	8.277772 	5.0 	0
Clash of the Titans 	1981 	tt0082186 	PG 	Action, Adventure, Family 	$41.09M 	41092328 	en 	8.044237 	6.8 	15000000
Porky's 	1981 	tt0084522 	R 	Comedy 	$111.29M 	125728258 	en 	10.389136 	6.1 	4000000
For Your Eyes Only 	1981 	tt0082398 	PG 	Action, Adventure, Thriller 	$62.30M 	195312802 	en 	12.672539 	6.4 	28000000
Ghost Story 	1981 	tt0082449 	R 	Drama, Horror, Thriller 	$23.37M 	0 	en 	6.462513 	6.3 	0
Body Heat 	1981 	tt0082089 	R 	Crime, Drama, Romance 	$24.06M 	24058838 	en 	5.963731 	7.1 	0
The Cannonball Run 	1981 	tt0082136 	PG 	Action, Comedy, Sport 	$72.18M 	72179579 	en 	7.531848 	6.2 	18000000
History of the World: Part I 	1981 	tt0082517 	R 	Comedy 	$31.67M 	31672907 	en 	9.356124 	6.5 	11000000
The Funhouse 	1981 	tt0082427 	R 	Horror 	$7.89M 	0 	en 	4.750353 	5.8 	0
My Bloody Valentine 	1981 	tt0082782 	R 	Horror, Mystery, Thriller 	$5.67M 	0 	en 	3.72619 	6.4 	2200000
On Golden Pond 	1981 	tt0082846 	PG 	Drama 	$119.29M 	19255967 	en 	9.60251 	7.3 	0
Chariots of Fire 	1981 	tt0082158 	PG 	Biography, Drama, Sport 	$58.97M 	58972904 	en 	6.267689 	6.9 	5500000
The Fox and the Hound 	1981 	tt0082406 	G 	Animation, Adventure, Drama 	$63.46M 	29800000 	en 	7.59455 	7.0 	12000000
Mommie Dearest 	1981 	tt0082766 	R 	Biography, Drama 	$19.03M 	0 	en 	3.496723 	6.6 	0
Blow Out 	1981 	tt0082085 	R 	Mystery, Thriller 	$13.75M 	12000000 	en 	6.625307 	7.3 	18000000
Gallipoli 	1981 	tt0082432 	PG 	Adventure, Drama, History 	$5.73M 	11740000 	en 	6.196029 	7.2 	3000000
Quest for Fire 	1981 	tt0082484 	R 	Adventure, Drama, History 	$20.96M 	55260558 	xx 	8.841149 	7.2 	12000000
Thief 	1981 	tt0083190 	R 	Action, Crime, Drama 	$11.49M 	4300000 	en 	8.982786 	7.3 	0
Dragonslayer 	1981 	tt0082288 	PG 	Action, Adventure, Fantasy 	$14.11M 	14110013 	en 	3.866588 	6.5 	18000000
An Eye for an Eye 	1981 	tt0082350 	R 	Action, Adventure, Crime 	$7.68M 	7496681 	en 	1.920499 	5.5 	0
Tarzan the Ape Man 	1981 	tt0083170 	R 	Adventure, Drama 	$36.57M 	36565280 	en 	3.334434 	3.8 	0
...E tu vivrai nel terrore! L'aldilà 	1981 	tt0082307 	Not Rated 	Horror 	$0.12M 	0 	it 	7.854635 	6.6 	0
Arthur 	1981 	tt0082031 	PG 	Comedy, Romance 	$95.46M 	95461682 	en 	14.108747 	6.5 	7000000
The Postman Always Rings Twice 	1981 	tt0082934 	R 	Crime, Drama, Thriller 	$12.38M 	0 	en 	5.677363 	6.4 	12000000
Deadly Blessing 	1981 	tt0082245 	R 	Horror 	$8.28M 	0 	en 	2.807187 	5.0 	2500000
Victory 	1981 	tt0083284 	PG 	Drama, Sport, War 	$10.85M 	27453418 	en 	9.661166 	6.7 	10000000
Nighthawks 	1981 	tt0082817 	R 	Action, Crime, Thriller 	$14.91M 	19905359 	en 	4.761191 	6.4 	5000000
Private Lessons 	1981 	tt0082948 	R 	Comedy 	$26.28M 	26279000 	en 	7.97279 	6.3 	2800000
Reds 	1981 	tt0082979 	PG 	Biography, Drama, History 	$40.38M 	40382659 	en 	3.641071 	7.1 	32000000
Outland 	1981 	tt0082869 	R 	Action, Crime, Sci-Fi 	$17.37M 	17374595 	en 	6.352533 	6.2 	16000000
The Great Muppet Caper 	1981 	tt0082474 	G 	Adventure, Comedy, Crime 	$31.21M 	0 	en 	8.463522 	6.9 	0
Nice Dreams 	1981 	tt0082163 	R 	Comedy, Crime 	$33.98M 	0 	en 	9.284059 	6.6 	0
Ragtime 	1981 	tt0082970 	PG 	Drama 	$21.02M 	0 	en 	5.970441 	6.7 	0
Southern Comfort 	1981 	tt0083111 	R 	Action, Thriller 	$5.00M 	0 	en 	6.027136 	7.0 	0
My Dinner with Andre 	1981 	tt0082783 	PG 	Biography, Comedy, Drama 	$5.25M 	0 	en 	3.818556 	7.7 	0
Caveman 	1981 	tt0082146 	PG 	Comedy, Romance, Sci-Fi 	$15.97M 	0 	en 	2.477146 	6.2 	0
The French Lieutenant's Woman 	1981 	tt0082416 	R 	Drama, Romance 	$22.60M 	2689068 	en 	3.76346 	6.7 	0
The Final Conflict 	1981 	tt0082377 	R 	Horror 	$20.47M 	20471382 	en 	7.752694 	5.5 	0
Roar 	1981 	tt0083001 	PG 	Adventure, Thriller 	$2.00M 	2000000 	en 	1.627112 	5.6 	17000000
Sharky's Machine 	1981 	tt0083064 	R 	Action, Crime, Drama 	$35.61M 	35610100 	en 	3.521409 	6.1 	0
Eye of the Needle 	1981 	tt0082351 	R 	Romance, Thriller, War 	$17.58M 	18000000 	en 	13.773808 	6.4 	0
One from the Heart 	1981 	tt0084445 	R 	Drama, Musical, Romance 	$0.64M 	0 	en 	1.919486 	5.6 	0
Wolfen 	1981 	tt0083336 	R 	Horror, Thriller 	$10.63M 	10626725 	en 	4.188333 	6.0 	17000000
S.O.B. 	1981 	tt0083015 	R 	Comedy, Drama 	$14.87M 	0 	en 	2.314236 	6.3 	0
Dead & Buried 	1981 	tt0082242 	R 	Horror, Mystery 	$0.22M 	216166 	en 	5.064113 	6.1 	3000000
The Hand 	1981 	tt0082497 	R 	Drama, Horror, Thriller 	$2.45M 	566736 	en 	2.030925 	5.7 	6500000
Looker 	1981 	tt0082677 	PG 	Drama, Sci-Fi, Thriller 	$3.28M 	0 	en 	2.891344 	5.7 	0
Neighbors 	1981 	tt0082801 	R 	Comedy 	$29.92M 	29916207 	en 	3.395363 	5.1 	8500000
Absence of Malice 	1981 	tt0081974 	PG 	Drama, Romance, Thriller 	$40.72M 	40716963 	en 	4.51135 	6.7 	12000000
Modern Problems 	1981 	tt0082763 	PG 	Comedy, Fantasy, Sci-Fi 	$26.15M 	0 	en 	7.23484 	5.5 	0
Graduation Day 	1981 	tt0082467 	R 	Horror, Mystery 	$23.89M 	0 	en 	4.671714 	5.0 	0
True Confessions 	1981 	tt0083232 	R 	Crime, Drama 	$10.20M 	0 	en 	1.932854 	5.6 	0
Fort Apache the Bronx 	1981 	tt0082402 	R 	Crime, Drama 	$29.20M 	0 	en 	1.384156 	6.4 	0
Diva 	1981 	tt0082269 	R 	Thriller 	$0.11M 	0 	fr 	2.23765 	6.7 	0
Carbon Copy 	1981 	tt0082138 	PG 	Comedy, Drama 	$9.57M 	9566593 	en 	4.334515 	5.8 	0
The Four Seasons 	1981 	tt0082405 	PG 	Comedy, Drama 	$50.43M 	0 	en 	7.382671 	6.3 	0
Prince of the City 	1981 	tt0082945 	R 	Crime, Drama 	$8.12M 	0 	en 	3.730346 	7.3 	0
Bustin' Loose 	1981 	tt0082121 	R 	Comedy, Drama 	$31.26M 	0 	en 	1.661046 	5.7 	0
The Incredible Shrinking Woman 	1981 	tt0082558 	PG 	Comedy, Sci-Fi 	$20.26M 	0 	en 	7.795332 	5.0 	0
American Pop 	1981 	tt0082009 	R 	Animation, Drama, Music 	$6.00M 	6000000 	en 	1.800861 	7.2 	0
Eyewitness 	1981 	tt0082353 	R 	Crime, Drama, Mystery 	$6.40M 	0 	en 	1.81455 	5.9 	0
Under the Rainbow 	1981 	tt0083254 	PG 	Comedy 	$18.83M 	2297493 	en 	1.394707 	4.9 	20000000
Pennies from Heaven 	1981 	tt0082894 	R 	Drama, Musical, Romance 	$9.18M 	9171289 	en 	3.846822 	6.3 	22000000
Venom 	1981 	tt0084854 	R 	Horror, Thriller 	$5.23M 	0 	en 	2.255896 	7.0 	0
Eyes of a Stranger 	1981 	tt0082352 	R 	Horror, Thriller 	$1.12M 	0 	en 	0.798272 	6.5 	800000
Buddy Buddy 	1981 	tt0082111 	R 	Comedy 	$7.26M 	0 	en 	0.908707 	6.2 	0
Student Bodies 	1981 	tt0083133 	R 	Comedy, Horror 	$5.17M 	0 	en 	2.302027 	5.6 	0
Continental Divide 	1981 	tt0082200 	PG 	Comedy, Romance 	$15.58M 	15578237 	en 	1.780998 	5.6 	0
The Night the Lights Went Out in Georgia 	1981 	tt0082816 	PG 	Drama, Music 	$14.92M 	0 	en 	0.467729 	6.4 	0
Heartbeeps 	1981 	tt0082507 	PG 	Sci-Fi, Comedy 	$2.15M 	2154696 	en 	0.878406 	3.6 	10000000
Zoot Suit 	1981 	tt0083365 	R 	Drama, Musical 	$3.26M 	0 	en 	1.197729 	6.9 	0
Raggedy Man 	1981 	tt0082969 	R 	Drama 	$1.98M 	0 	en 	0.756316 	4.8 	0
The Pursuit of D.B. Cooper 	1981 	tt0082958 	PG 	Adventure, Crime, Thriller 	$3.70M 	0 	en 	1.312419 	6.8 	0
Rich and Famous 	1981 	tt0082992 	R 	Drama 	$14.49M 	0 	en 	6.14069 	4.9 	0
Inchon 	1981 	tt0084132 	PG 	Drama, History, War 	$5.20M 	5200000 	en 	0.528284 	6.5 	46000000
Back Roads 	1981 	tt0082042 	R 	Adventure, Comedy, Romance 	$11.81M 	11800000 	en 	0.440565 	6.6 	0
The Legend of the Lone Ranger 	1981 	tt0082648 	PG 	Action, Adventure, Western 	$12.62M 	2945600 	en 	1.619199 	3.7 	18000000
Whose Life Is It Anyway? 	1981 	tt0083326 	R 	Drama 	$8.21M 	0 	en 	1.122225 	6.6 	0
Cattle Annie and Little Britches 	1981 	tt0082145 	PG 	Drama, Western 	$0.53M 	0 	en 	0.777699 	5.7 	0
Sphinx 	1981 	tt0083113 	PG 	Adventure, Mystery, Thriller 	$2.02M 	439564 	en 	0.949026 	5.7 	14000000
Modern Romance 	1981 	tt0082764 	R 	Comedy, Romance 	$2.86M 	0 	en 	1.068214 	6.7 	0
Rollover 	1981 	tt0083006 	R 	Drama, Mystery, Romance 	$10.85M 	10217873 	en 	6.280865 	5.7 	0
Puberty Blues 	1981 	tt0082956 	R 	Comedy, Drama 	$0.24M 	0 	en 	1.497702 	5.4 	0
All Night Long 	1981 	tt0082001 	R 	Comedy, Drama, Romance 	$4.45M 	10000000 	en 	0.575327 	7.3 	0
The Devil and Max Devlin 	1981 	tt0082263 	PG 	Comedy, Family, Fantasy 	$16.00M 	0 	en 	0.353958 	6.3 	0
Take This Job and Shove It 	1981 	tt0083163 	PG 	Comedy 	$17.57M 	0 	en 	0.00975 	3.9 	0
Downtown 81 	1981 	tt0208993 	Unrated 	Biography, Comedy, Drama 	$0.10M 	0 	en 	0.418383 	7.8 	0
This Is Elvis 	1981 	tt0083193 	PG 	Biography, Music 	$2.03M 	2028612 	en 	0.969956 	6.9 	5000000
Honky Tonk Freeway 	1981 	tt0082525 	PG 	Action, Comedy 	$2.00M 	939423 	en 	0.242115 	0.0 	24000000
Only When I Laugh 	1981 	tt0082853 	R 	Comedy, Drama 	$25.78M 	0 	en 	0.656582 	7.0 	0
The Amateur 	1981 	tt0082005 	R 	Crime, Thriller 	$6.89M 	6892098 	en 	1.260654 	5.0 	10000000
Scream 	1981 	tt0086262 	R 	Horror, Mystery 	$1.08M 	0 	en 	0.126762 	5.1 	0
Paternity 	1981 	tt0082886 	PG 	Comedy, Romance 	$18.84M 	0 	en 	0.00222 	7.0 	0
King of the Mountain 	1981 	tt0082619 	PG 	Drama 	$1.79M 	958000 	en 	0.510595 	7.0 	2000000
Comin' at Ya! 	1981 	tt0082193 	R 	Western 	$12.00M 	0 	en 	0.659548 	3.8 	0
Le Pont du Nord 	1981 	tt0082927 	Not Rated 	Comedy, Fantasy, Mystery 	$0.01M 	0 	fr 	0.053973 	7.7 	0
Silence of the North 	1981 	tt0083079 	PG 	Drama 	$1.62M 	0 	en 	0.639796 	4.0 	0
Blade Runner 	1982 	tt0083658 	R 	Sci-Fi, Thriller 	$27.00M 	33139618 	en 	73.502857 	7.9 	28000000
The Thing 	1982 	tt0084787 	R 	Horror, Mystery, Sci-Fi 	$13.78M 	19629760 	en 	14.085637 	7.8 	15000000
E.T. the Extra-Terrestrial 	1982 	tt0083866 	PG 	Family, Sci-Fi 	$435.11M 	792965326 	en 	12.84131 	7.3 	10500000
Fast Times at Ridgemont High 	1982 	tt0083929 	R 	Comedy, Drama 	$27.09M 	27092880 	en 	15.203783 	7.0 	4500000
Poltergeist 	1982 	tt0084516 	PG 	Horror, Thriller 	$76.61M 	122200000 	en 	8.123464 	7.1 	10700000
First Blood 	1982 	tt0083944 	R 	Action, Adventure, Drama 	$47.21M 	125212904 	en 	15.68756 	7.2 	15000000
Conan the Barbarian 	1982 	tt0082198 	R 	Adventure, Fantasy 	$39.57M 	79114085 	en 	6.867029 	6.6 	20000000
Annie 	1982 	tt0083564 	PG 	Comedy, Drama, Family 	$57.06M 	57059003 	en 	9.983159 	6.2 	50000000
Creepshow 	1982 	tt0083767 	R 	Comedy, Fantasy, Horror 	$19.73M 	21028755 	en 	11.61574 	6.7 	8000000
Grease 2 	1982 	tt0084021 	PG 	Comedy, Drama, Musical 	$15.17M 	15171476 	en 	15.572056 	4.9 	13200000
TRON 	1982 	tt0084827 	PG 	Action, Adventure, Sci-Fi 	$33.00M 	33000000 	en 	10.608486 	6.6 	17000000
Gandhi 	1982 	tt0083987 	PG 	Biography, Drama, History 	$52.77M 	77737889 	en 	9.647005 	7.4 	22000000
Friday the 13th Part III 	1982 	tt0083972 	R 	Horror, Thriller 	$36.69M 	36690067 	en 	9.594003 	5.7 	4000000
Halloween III: Season of the Witch 	1982 	tt0085636 	R 	Horror, Mystery, Sci-Fi 	$14.40M 	14400000 	en 	7.958513 	5.0 	2500000
An Officer and a Gentleman 	1982 	tt0084434 	R 	Drama, Romance 	$129.80M 	129795554 	en 	7.466532 	6.8 	0
The Dark Crystal 	1982 	tt0083791 	PG 	Adventure, Family, Fantasy 	$40.58M 	40577001 	en 	9.314796 	7.3 	15000000
Star Trek II: The Wrath of Khan 	1982 	tt0084726 	PG 	Action, Adventure, Sci-Fi 	$78.91M 	96800000 	en 	8.447898 	7.3 	12000000
Tootsie 	1982 	tt0084805 	PG 	Comedy, Drama, Romance 	$177.20M 	177200000 	en 	8.73963 	6.9 	21000000
Sophie's Choice 	1982 	tt0084707 	R 	Drama, Romance 	$30.04M 	30036000 	en 	11.66057 	7.4 	12000000
Cat People 	1982 	tt0083722 	R 	Fantasy, Horror, Thriller 	$7.00M 	0 	en 	7.136228 	6.0 	0
Rocky III 	1982 	tt0084602 	PG 	Drama, Sport 	$125.05M 	270000000 	en 	12.578655 	6.6 	17000000
Pink Floyd: The Wall 	1982 	tt0084503 	R 	Animation, Drama, Fantasy 	$22.24M 	22244207 	en 	6.250312 	7.7 	12000000
The World According to Garp 	1982 	tt0084917 	R 	Comedy, Drama 	$29.71M 	29712172 	en 	5.802784 	6.9 	17000000
The King of Comedy 	1982 	tt0085794 	PG 	Comedy, Crime, Drama 	$2.50M 	0 	en 	7.146239 	7.6 	20000000
48 Hrs. 	1982 	tt0083511 	R 	Action, Comedy, Crime 	$78.87M 	78868508 	en 	17.335814 	6.5 	12000000
The Year of Living Dangerously 	1982 	tt0086617 	PG 	Drama, Romance, War 	$10.28M 	1317657 	en 	9.945087 	6.8 	6000000
The Beastmaster 	1982 	tt0083630 	PG 	Action, Adventure, Fantasy 	$14.06M 	14056528 	en 	6.738066 	6.0 	0
The Man from Snowy River 	1982 	tt0084296 	PG 	Adventure, Drama, Family 	$20.66M 	20659423 	en 	3.316515 	6.9 	3500000
Amityville II: The Possession 	1982 	tt0083550 	R 	Horror 	$12.53M 	12534817 	en 	7.586854 	5.9 	0
Fanny and Alexander 	1982 	tt0083922 	R 	Drama 	$4.97M 	4971340 	sv 	6.594598 	7.3 	0
The Entity 	1982 	tt0082334 	R 	Biography, Drama, Horror 	$13.28M 	13277558 	en 	6.985244 	6.3 	0
The Secret of NIMH 	1982 	tt0084649 	G 	Animation, Adventure, Drama 	$10.14M 	14665733 	en 	11.586597 	7.4 	7000000
Airplane II: The Sequel 	1982 	tt0083530 	PG 	Comedy, Sci-Fi 	$27.15M 	27150534 	en 	5.269 	6.0 	0
Zapped! 	1982 	tt0084945 	R 	Comedy, Fantasy, Sci-Fi 	$16.90M 	0 	en 	2.812177 	5.1 	0
The Last Unicorn 	1982 	tt0084237 	G 	Animation, Adventure, Drama 	$6.46M 	6455530 	en 	10.334733 	7.0 	0
The Last American Virgin 	1982 	tt0084234 	R 	Comedy, Drama, Romance 	$5.83M 	0 	en 	10.338746 	6.4 	0
Night Shift 	1982 	tt0084412 	R 	Comedy 	$23.60M 	21095683 	en 	3.827616 	5.9 	0
Death Wish II 	1982 	tt0082250 	X 	Action, Crime, Drama 	$16.10M 	45000000 	en 	6.604331 	6.2 	2000000
Koyaanisqatsi 	1982 	tt0085809 	Not Rated 	Documentary, Music 	$1.72M 	1723872 	en 	10.899115 	7.7 	0
Victor Victoria 	1982 	tt0084865 	PG 	Comedy, Music, Musical 	$21.93M 	28215453 	en 	6.879228 	6.9 	0
The Verdict 	1982 	tt0084855 	R 	Drama 	$54.00M 	53977250 	en 	9.174102 	7.4 	16000000
Author! Author! 	1982 	tt0083598 	PG 	Comedy, Drama, Family 	$13.11M 	0 	en 	4.11603 	5.5 	0
The Best Little Whorehouse in Texas 	1982 	tt0083642 	R 	Comedy, Musical 	$69.70M 	69701637 	en 	2.579008 	5.9 	35000000
Summer Lovers 	1982 	tt0084737 	R 	Comedy, Drama, Romance 	$4.97M 	0 	en 	2.18215 	5.4 	0
Pieces 	1982 	tt0082748 	Unrated 	Horror, Mystery, Thriller 	$2.03M 	1198346 	en 	3.303765 	6.1 	0
Evil Under the Sun 	1982 	tt0083908 	PG 	Drama, Mystery 	$6.11M 	6110000 	en 	7.56185 	6.5 	0
Diner 	1982 	tt0083833 	R 	Comedy, Drama 	$14.10M 	0 	en 	5.319054 	6.9 	0
The Sword and the Sorcerer 	1982 	tt0084749 	R 	Action, Adventure, Fantasy 	$39.10M 	39103425 	en 	2.568598 	5.6 	4000000
Paradise 	1982 	tt0084469 	R 	Adventure, Romance 	$5.59M 	5588800 	en 	1.931685 	5.6 	0
